ticket_id,title,description,priority,status,component,reporter,assignee,environment,sdlc_phase,created_date,resolved_date,time_spent_minutes,browser,os
JIRA-2607,Slow query on reports page,Bug found in auth module.,MEDIUM,Working,auth-service,product@company.com,dev.lead@company.com,QA,Design,01-May-2024 17:41:00,,2 hours,Safari,iOS
JIRA-2475,Login button not responding on mobile,Bug found in api module.,Minor,InProgress,auth-service,qa.team@company.com,,,Requirements,,Not Yet,1 day,chrome,Linux
JIRA-2907,Session timeout too short,Bug found in auth module.,Normal,Working,database,dev.lead@company.com,,STAGE,DESIGN,16-Jul-2024 21:12:00,2024-08-01 06:12:00,,Edge,Android
JIRA-1491,Slow query on reports page,Bug found in payment module.,P2,Verified,Database,jane.smith@company.com,UNKNOWN,dev,requirements,2024-03-31 08:40:00,,N/A,Safari,Android
JIRA-1312,Memory leak in background service,Bug found in dashboard module.,,InProgress,Authentication,dev.lead@company.com,product@company.com,development,Development,2024-04-05 20:04:00,05/04/2024,N/A,FIREFOX,iOS
JIRA-1096,User permissions not applied correctly,Bug found in auth module.,Normal,Done,,product@company.com,,Staging,Design,,N/A,363,,Windows 10
JIRA-1719,Login button not responding on mobile,Bug found in auth module.,P3,CLOSED,DB,product@company.com,product@company.com,Production,Dev,02/10/2024 21:32,N/A,0,chrome,
JIRA-1591,Slow query on reports page,Bug found in dashboard module.,Blocker,Verified,PAYMENT,,,staging,Testing,1729296180.0,,-1,IE,Mac
JIRA-1035,Search results return wrong data,Bug found in db module.,Blocker,,database,product@company.com,jane.smith@company.com,STAGE,Maintenance,04/25/2024 12:17,04/30/2024,0,,Windows 10
JIRA-2252,File upload fails for PDF files,Bug found in dashboard module.,P0,OPEN,Authentication,qa.team@company.com,john.doe@company.com,PROD,Requirements,,12/15/2024,,Safari,Mac
JIRA-2854,Database timeout on user search,Bug found in dashboard module.,High,Closed,Backend,product@company.com,UNKNOWN,Staging,Design,,N/A,-1,Edge,macOS
JIRA-1324,UI overlapping on dashboard widgets,Bug found in api module.,Low,Reopened,AUTH,john.doe@company.com,john.doe@company.com,production,requirements,,08/12/2024,,Chrome,Win10
JIRA-1220,Slow query on reports page,Bug found in auth module.,Medium,Working,Dashboard,qa.team@company.com,UNKNOWN,prod,Testing,12/16/2024 05:41,,2 hours,Firefox,Linux
JIRA-1850,Export to CSV produces empty file,Bug found in payment module.,Major,Resolved,notification-service,dev.lead@company.com,,production,Design,02/22/2024 07:35,2024-03-19 02:35:00,,chrome,Android
JIRA-1902,Timezone conversion incorrect,Bug found in auth module.,High,New,user-dashboard,qa.team@company.com,product@company.com,STAGE,Maintenance,10/27/2024 03:32,11/07/2024,35.9,Safari,ubuntu
JIRA-1008,Password reset link expired instantly,Bug found in db module.,Medium,IN_PROGRESS,,,dev.lead@company.com,dev,Deployment,INVALID_DATE,2024-05-07 02:00:00,394,IE,ubuntu
JIRA-2787,Session timeout too short,Bug found in db module.,P1,Closed,EMAIL,,qa.team@company.com,STAGE,Requirements,2024-03-24 17:32:00,Not Yet,0,Safari,Mac
JIRA-2650,Chart rendering fails with large datasets,Bug found in auth module.,P3,IN_PROGRESS,database,jane.smith@company.com,qa.team@company.com,DEV,Development,2024-08-22 11:31:00,09/11/2024,-1,FIREFOX,
JIRA-1063,Payment gateway returns 500 error,Bug found in db module.,Blocker,CLOSED,Notifications,,product@company.com,Staging,Deployment,07/26/2024 11:09,,-1,Safari,Linux
JIRA-1517,Chart rendering fails with large datasets,Bug found in db module.,P1,IN_PROGRESS,,product@company.com,,,DESIGN,11/18/2024 21:15,2024-12-01 09:15:00,2 hours,,Linux
JIRA-2517,CSS broken on Safari browser,Bug found in db module.,LOW,RESOLVED,Payment,john.doe@company.com,product@company.com,staging,Deployment,1705561800.0,,100,Firefox,ubuntu
JIRA-2644,Export to CSV produces empty file,Bug found in dashboard module.,Low,REOPENED,user-dashboard,dev.lead@company.com,,Development,Deployment,,,16.1,IE,Mac
JIRA-2172,Password reset link expired instantly,Bug found in db module.,P3,Open,Dashboard,john.doe@company.com,UNKNOWN,DEV,requirements,06/29/2024 17:18,07/22/2024,-1,Chrome,Mac
JIRA-1733,Payment gateway returns 500 error,Bug found in payment module.,P0,OPEN,database,,qa.team@company.com,staging,Requirements,2024-07-16 07:16:00,N/A,0,IE,
JIRA-1028,Database timeout on user search,Bug found in db module.,Minor,REOPENED,PAYMENT,,UNKNOWN,prod,DESIGN,2024-04-12 13:56:00,N/A,1 day,FIREFOX,macOS
JIRA-2716,User permissions not applied correctly,Bug found in payment module.,High,TODO,Database,product@company.com,,UAT,Deployment,1724254320.0,Not Yet,1 day,Safari,Win10
JIRA-1256,Null pointer exception in auth module,Bug found in auth module.,High,New,user-dashboard,dev.lead@company.com,UNKNOWN,,requirements,04/29/2024 12:51,05/16/2024,17.0,FIREFOX,Android
JIRA-1490,Memory leak in background service,Bug found in payment module.,Trivial,Fixed,payment-gateway,qa.team@company.com,UNKNOWN,stg,Design,2024-02-18 13:35:00,2024-03-16 13:35:00,1 day,chrome,iOS
JIRA-2184,Session timeout too short,Bug found in db module.,Low,OPEN,AUTH,,dev.lead@company.com,Development,Maintenance,05-Feb-2024 05:19:00,N/A,2 hours,,Windows 10
JIRA-1728,UI overlapping on dashboard widgets,Bug found in db module.,Critical,CLOSED,Backend,john.doe@company.com,,DEV,Deployment,1712477940.0,,N/A,,Android
JIRA-1753,Email notifications not being sent,Bug found in db module.,Minor,OPEN,user-dashboard,product@company.com,product@company.com,Staging,Design,,Not Yet,1 day,Chrome,
JIRA-1299,Form validation bypassed on submit,Bug found in db module.,Critical,RESOLVED,Notifications,jane.smith@company.com,UNKNOWN,Testing,Deployment,24-Jan-2024 20:40:00,02/21/2024,-1,Safari,Android
JIRA-2144,UI overlapping on dashboard widgets,Bug found in db module.,Major,IN_PROGRESS,user-dashboard,john.doe@company.com,dev.lead@company.com,prod,Deployment,04/13/2024 08:06,N/A,-1,Firefox,Win10
JIRA-1649,Slow query on reports page,Bug found in dashboard module.,HIGH,Fixed,PAYMENT,john.doe@company.com,jane.smith@company.com,UAT,requirements,2024-10-16 13:52:00,N/A,1 day,Safari,
JIRA-1107,Null pointer exception in auth module,Bug found in payment module.,High,Done,payment-gateway,dev.lead@company.com,jane.smith@company.com,UAT,QA,13-Apr-2024 14:04:00,Not Yet,27.9,Edge,Linux
JIRA-2558,File upload fails for PDF files,Bug found in dashboard module.,Trivial,Fixed,DB,jane.smith@company.com,jane.smith@company.com,Staging,Design,,11/24/2024,2 hours,FIREFOX,
JIRA-2429,User permissions not applied correctly,Bug found in api module.,P3,TODO,Database,qa.team@company.com,product@company.com,QA,Dev,,11/24/2024,-1,FIREFOX,Android
JIRA-1911,Password reset link expired instantly,Bug found in dashboard module.,Minor,Reopened,,,,Production,requirements,2024-12-21 10:04:00,2025-01-06 07:04:00,320,Safari,Windows 10
JIRA-2729,Payment gateway returns 500 error,Bug found in payment module.,,Closed,auth-service,product@company.com,qa.team@company.com,stg,,12/12/2024 07:06,2024-12-26 05:06:00,0,Chrome,ubuntu
JIRA-1316,Null pointer exception in auth module,Bug found in db module.,LOW,,EMAIL,qa.team@company.com,UNKNOWN,Production,Design,1735085940.0,,1 day,Safari,Win10
JIRA-1925,UI overlapping on dashboard widgets,Bug found in payment module.,Normal,,Backend,UNKNOWN,product@company.com,dev,Development,19-Jul-2024 03:32:00,08/10/2024,-1,Edge,
JIRA-2048,Session timeout too short,Bug found in dashboard module.,HIGH,REOPENED,Dashboard,,UNKNOWN,Production,requirements,1704457740.0,,,Chrome,macOS
JIRA-2163,Chart rendering fails with large datasets,Bug found in db module.,P1,Resolved,PAYMENT,,qa.team@company.com,Development,Development,28-Jun-2024 22:23:00,Not Yet,1 day,chrome,Android
JIRA-1645,Database timeout on user search,Bug found in dashboard module.,CRITICAL,OPEN,database,UNKNOWN,product@company.com,Testing,,1715995140.0,N/A,1 day,IE,iOS
JIRA-2090,Mobile app crashes on startup,Bug found in api module.,LOW,Fixed,PAYMENT,john.doe@company.com,jane.smith@company.com,UAT,Development,2024-06-30 06:50:00,N/A,,,ubuntu
JIRA-2501,Payment gateway returns 500 error,Bug found in payment module.,CRITICAL,,Payment,dev.lead@company.com,qa.team@company.com,STAGE,DESIGN,02/09/2024 11:11,2024-03-01 09:11:00,0,Chrome,ubuntu
JIRA-2283,Payment gateway returns 500 error,Bug found in auth module.,MEDIUM,TODO,Database,john.doe@company.com,dev.lead@company.com,Development,Design,,N/A,2 hours,Safari,Windows 10
JIRA-1472,Password reset link expired instantly,Bug found in dashboard module.,LOW,REOPENED,notification-service,dev.lead@company.com,UNKNOWN,prod,Testing,02/19/2024 18:12,Not Yet,N/A,,macOS
JIRA-2841,Chart rendering fails with large datasets,Bug found in payment module.,Low,Closed,API,qa.team@company.com,product@company.com,DEV,Design,2024-11-06 11:42:00,2024-11-18 13:42:00,N/A,Chrome,Mac
JIRA-1398,User permissions not applied correctly,Bug found in payment module.,Trivial,CLOSED,PAYMENT,product@company.com,UNKNOWN,STAGE,Development,21-Feb-2024 08:22:00,2024-03-05 04:22:00,2 hours,Safari,macOS
JIRA-1274,Payment gateway returns 500 error,Bug found in dashboard module.,High,Reopened,auth-service,,,Production,DESIGN,10/04/2024 03:27,10/05/2024,,IE,iOS
JIRA-2438,Session timeout too short,Bug found in payment module.,P2,Complete,user-dashboard,dev.lead@company.com,,Development,Dev,1718074500.0,2024-06-17 17:25:00,N/A,chrome,
JIRA-1300,Session timeout too short,Bug found in dashboard module.,CRITICAL,Done,,UNKNOWN,UNKNOWN,,Development,2024-12-27 22:27:00,01/10/2025,N/A,Firefox,Mac
JIRA-1254,Mobile app crashes on startup,Bug found in db module.,LOW,Resolved,,product@company.com,,production,QA,2024-09-17 12:26:00,10/18/2024,2 hours,chrome,macOS
JIRA-2010,File upload fails for PDF files,Bug found in dashboard module.,MEDIUM,Verified,database,dev.lead@company.com,qa.team@company.com,DEV,requirements,08-May-2024 08:34:00,,N/A,Firefox,
JIRA-2359,Chart rendering fails with large datasets,Bug found in dashboard module.,High,Closed,notification-service,,product@company.com,prod,Deployment,24-Aug-2024 20:52:00,08/27/2024,0,Chrome,
JIRA-1676,Mobile app crashes on startup,Bug found in auth module.,,New,Backend,john.doe@company.com,UNKNOWN,,Requirements,2024-08-22 17:10:00,N/A,0,Edge,Linux
JIRA-1969,API rate limiter not working,Bug found in payment module.,Normal,In Progress,EMAIL,qa.team@company.com,john.doe@company.com,,QA,1723408980.0,08/18/2024,,Safari,iOS
JIRA-2471,Memory leak in background service,Bug found in db module.,Medium,Resolved,Database,dev.lead@company.com,,production,Requirements,1723481940.0,,-1,Edge,iOS
JIRA-1016,Chart rendering fails with large datasets,Bug found in db module.,Low,Complete,auth-service,product@company.com,UNKNOWN,development,,,2024-04-14 18:57:00,220,Safari,Mac
JIRA-2825,Mobile app crashes on startup,Bug found in api module.,P2,Fixed,Dashboard,product@company.com,john.doe@company.com,staging,Requirements,03/03/2024 03:46,03/25/2024,0,Edge,iOS
JIRA-2148,Slow query on reports page,Bug found in api module.,P0,New,API,jane.smith@company.com,product@company.com,Staging,Testing,INVALID_DATE,2024-03-15 11:30:00,N/A,Chrome,Win10
JIRA-2595,File upload fails for PDF files,Bug found in auth module.,HIGH,InProgress,user-dashboard,qa.team@company.com,jane.smith@company.com,,Maintenance,INVALID_DATE,N/A,9.4,chrome,ubuntu
JIRA-1572,Timezone conversion incorrect,Bug found in db module.,Medium,RESOLVED,PAYMENT,qa.team@company.com,,Development,Requirements,1729130040.0,N/A,1 day,Edge,Win10
JIRA-2328,Memory leak in background service,Bug found in payment module.,Trivial,,PAYMENT,,,prod,Design,11-Apr-2024 20:21:00,2024-04-29 01:21:00,-1,Edge,
JIRA-2874,Memory leak in background service,Bug found in auth module.,Trivial,IN_PROGRESS,EMAIL,product@company.com,UNKNOWN,STAGE,Maintenance,10-Dec-2024 22:51:00,N/A,1 day,Safari,
JIRA-1885,Email notifications not being sent,Bug found in api module.,Normal,Reopened,notification-service,qa.team@company.com,john.doe@company.com,Development,Design,2024-08-16 11:42:00,Not Yet,2 hours,Firefox,Windows 10
JIRA-1088,Mobile app crashes on startup,Bug found in auth module.,P0,Re-opened,auth-service,product@company.com,,stg,requirements,06-Jan-2024 23:40:00,,-1,FIREFOX,Android
JIRA-2785,File upload fails for PDF files,Bug found in db module.,P2,IN_PROGRESS,api-gateway,dev.lead@company.com,,Development,Maintenance,1706413980.0,02/26/2024,443,IE,Win10
JIRA-1303,Search results return wrong data,Bug found in payment module.,High,Open,Authentication,john.doe@company.com,jane.smith@company.com,Production,Requirements,,,-1,FIREFOX,
JIRA-1757,UI overlapping on dashboard widgets,Bug found in auth module.,P2,Reopened,Payment,jane.smith@company.com,product@company.com,Testing,requirements,2024-08-23 06:41:00,N/A,,Safari,ubuntu
JIRA-1780,Search results return wrong data,Bug found in api module.,High,RESOLVED,Backend,product@company.com,,prod,DESIGN,,03/19/2024,2 hours,FIREFOX,Win10
JIRA-1440,Login button not responding on mobile,Bug found in db module.,,Open,Notifications,,john.doe@company.com,development,,,N/A,13.7,IE,Mac
JIRA-2340,Chart rendering fails with large datasets,Bug found in auth module.,Critical,Fixed,Authentication,product@company.com,product@company.com,UAT,Deployment,1705397520.0,,,Chrome,macOS
JIRA-1573,File upload fails for PDF files,Bug found in auth module.,LOW,InProgress,PAYMENT,,product@company.com,DEV,Maintenance,27-Apr-2024 05:49:00,Not Yet,2 hours,Safari,macOS
JIRA-1405,Search results return wrong data,Bug found in api module.,Normal,Closed,Dashboard,dev.lead@company.com,jane.smith@company.com,UAT,Maintenance,03/29/2024 13:14,04/05/2024,0,IE,Windows 10
JIRA-2087,Search results return wrong data,Bug found in api module.,P0,RESOLVED,Database,,product@company.com,Production,DESIGN,10/23/2024 20:10,11/14/2024,,chrome,Linux
JIRA-1475,Email notifications not being sent,Bug found in db module.,P3,Reopened,,UNKNOWN,,PROD,Requirements,,01/03/2025,26.2,chrome,Android
JIRA-1431,Timezone conversion incorrect,Bug found in db module.,LOW,Re-opened,user-dashboard,UNKNOWN,jane.smith@company.com,stg,requirements,1734162360.0,N/A,1 day,Firefox,macOS
JIRA-1860,Password reset link expired instantly,Bug found in db module.,Normal,Re-opened,PAYMENT,jane.smith@company.com,product@company.com,Development,Maintenance,1713472260.0,N/A,2 hours,Chrome,Android
JIRA-2676,UI overlapping on dashboard widgets,Bug found in auth module.,Minor,New,payment-gateway,qa.team@company.com,dev.lead@company.com,,Requirements,26-May-2024 23:47:00,Not Yet,2 hours,Safari,Windows 10
JIRA-1327,Payment gateway returns 500 error,Bug found in db module.,Minor,IN_PROGRESS,api-gateway,product@company.com,john.doe@company.com,DEV,Design,14-Jul-2024 00:36:00,N/A,23,Firefox,Linux
JIRA-2699,Mobile app crashes on startup,Bug found in auth module.,Minor,Done,DB,qa.team@company.com,john.doe@company.com,Staging,Deployment,11/01/2024 10:58,11/07/2024,1 day,Firefox,
JIRA-2188,Login button not responding on mobile,Bug found in payment module.,P1,InProgress,,dev.lead@company.com,john.doe@company.com,Production,Development,2024-12-30 22:56:00,2024-12-31 10:56:00,-1,,
JIRA-1248,Memory leak in background service,Bug found in db module.,LOW,In Progress,Backend,,UNKNOWN,Production,Maintenance,26-Jun-2024 03:46:00,N/A,242,FIREFOX,Win10
JIRA-1078,Session timeout too short,Bug found in payment module.,P2,Re-opened,database,dev.lead@company.com,UNKNOWN,,,INVALID_DATE,N/A,,Chrome,ubuntu
JIRA-2653,Payment gateway returns 500 error,Bug found in api module.,,Resolved,Dashboard,,jane.smith@company.com,QA,,,11/06/2024,1 day,,iOS
JIRA-1987,Database timeout on user search,Bug found in api module.,P0,IN_PROGRESS,user-dashboard,qa.team@company.com,dev.lead@company.com,stg,requirements,,2024-05-26 09:17:00,75,Firefox,Win10
JIRA-2294,File upload fails for PDF files,Bug found in auth module.,HIGH,InProgress,database,john.doe@company.com,john.doe@company.com,PROD,Development,2024-09-06 18:43:00,09/12/2024,30.8,IE,Android
JIRA-2927,API rate limiter not working,Bug found in api module.,Normal,,Payment,qa.team@company.com,,prod,requirements,,2024-02-09 16:56:00,2 hours,FIREFOX,Mac
JIRA-1206,Mobile app crashes on startup,Bug found in payment module.,P3,Fixed,Backend,jane.smith@company.com,john.doe@company.com,Testing,DESIGN,14-Feb-2024 02:30:00,2024-02-21 12:30:00,-1,Chrome,Android
JIRA-2489,API rate limiter not working,Bug found in dashboard module.,High,TODO,DB,john.doe@company.com,,prod,Dev,08/30/2024 04:21,2024-09-05 04:21:00,2 hours,FIREFOX,macOS
JIRA-1111,File upload fails for PDF files,Bug found in api module.,Trivial,Re-opened,user-dashboard,qa.team@company.com,jane.smith@company.com,STAGE,requirements,1710470520.0,04/08/2024,N/A,chrome,
JIRA-1584,API rate limiter not working,Bug found in db module.,Major,OPEN,user-dashboard,jane.smith@company.com,jane.smith@company.com,QA,DESIGN,12/04/2024 10:04,12/10/2024,33.8,FIREFOX,Android
JIRA-2588,Mobile app crashes on startup,Bug found in api module.,Major,Closed,UI,qa.team@company.com,jane.smith@company.com,stg,Design,1707477960.0,,-1,IE,Windows 10
JIRA-1459,UI overlapping on dashboard widgets,Bug found in payment module.,Low,Working,auth-service,UNKNOWN,,Development,Development,,Not Yet,-1,Safari,Win10
JIRA-1776,Password reset link expired instantly,Bug found in api module.,Minor,Resolved,Backend,qa.team@company.com,,staging,,12-Aug-2024 00:33:00,,2 hours,chrome,Android
JIRA-2225,CSS broken on Safari browser,Bug found in auth module.,LOW,IN_PROGRESS,PAYMENT,dev.lead@company.com,,production,Maintenance,,04/02/2024,69,,Mac
JIRA-2357,UI overlapping on dashboard widgets,Bug found in auth module.,Normal,Closed,Authentication,dev.lead@company.com,,production,requirements,09/04/2024 02:33,Not Yet,1 day,IE,Windows 10
JIRA-2538,Session timeout too short,Bug found in payment module.,Minor,Working,payment-gateway,UNKNOWN,product@company.com,prod,Dev,12-Jun-2024 13:47:00,07/01/2024,-1,Edge,ubuntu
JIRA-2293,User permissions not applied correctly,Bug found in payment module.,P0,Done,,UNKNOWN,jane.smith@company.com,Testing,Deployment,1733045520.0,N/A,154,Chrome,iOS
JIRA-1506,File upload fails for PDF files,Bug found in auth module.,Minor,Done,auth-service,,john.doe@company.com,,Maintenance,10/30/2024 13:00,Not Yet,N/A,Edge,Mac
JIRA-2920,Login button not responding on mobile,Bug found in auth module.,Critical,Complete,Backend,,qa.team@company.com,Production,Design,1705053900.0,Not Yet,N/A,Safari,Win10
JIRA-2999,Null pointer exception in auth module,Bug found in auth module.,Low,TODO,user-dashboard,UNKNOWN,product@company.com,Development,DESIGN,05/03/2024 19:13,N/A,,chrome,Linux
JIRA-1964,Memory leak in background service,Bug found in auth module.,Major,OPEN,user-dashboard,jane.smith@company.com,product@company.com,prod,Requirements,27-Sep-2024 20:35:00,Not Yet,466,FIREFOX,
JIRA-2266,UI overlapping on dashboard widgets,Bug found in payment module.,Minor,In Progress,Authentication,john.doe@company.com,john.doe@company.com,UAT,requirements,,2024-02-03 14:20:00,2 hours,Firefox,Linux
JIRA-2257,Payment gateway returns 500 error,Bug found in api module.,HIGH,Fixed,auth-service,dev.lead@company.com,jane.smith@company.com,PROD,Requirements,1713823740.0,N/A,2 hours,FIREFOX,Linux
JIRA-1596,Export to CSV produces empty file,Bug found in payment module.,Blocker,Fixed,API,product@company.com,john.doe@company.com,PROD,Dev,,09/06/2024,25.2,chrome,Windows 10
JIRA-1555,Chart rendering fails with large datasets,Bug found in api module.,Trivial,Fixed,,,john.doe@company.com,STAGE,Development,1718702160.0,N/A,,chrome,Android
JIRA-2568,Password reset link expired instantly,Bug found in api module.,Critical,New,database,UNKNOWN,UNKNOWN,production,Requirements,1728883800.0,,2 hours,IE,iOS
JIRA-1617,Slow query on reports page,Bug found in api module.,Major,Open,,jane.smith@company.com,dev.lead@company.com,staging,Development,11-Apr-2024 02:27:00,04/14/2024,1 day,chrome,Mac
JIRA-2960,Mobile app crashes on startup,Bug found in api module.,LOW,Fixed,Dashboard,qa.team@company.com,UNKNOWN,stg,Requirements,,2024-12-10 06:00:00,28.4,chrome,
JIRA-1114,Password reset link expired instantly,Bug found in api module.,CRITICAL,CLOSED,database,UNKNOWN,,DEV,Testing,1706924340.0,N/A,-1,Safari,ubuntu
JIRA-2550,Slow query on reports page,Bug found in auth module.,LOW,New,DB,john.doe@company.com,product@company.com,staging,Deployment,,2024-10-20 19:13:00,12.7,chrome,Win10
JIRA-2306,Session timeout too short,Bug found in api module.,P0,In Progress,UI,jane.smith@company.com,qa.team@company.com,Testing,Maintenance,2024-02-12 17:55:00,2024-03-06 22:55:00,154,IE,
JIRA-2634,Search results return wrong data,Bug found in api module.,,Fixed,api-gateway,,jane.smith@company.com,QA,Design,2024-08-19 18:22:00,N/A,-1,FIREFOX,Android
JIRA-2570,API rate limiter not working,Bug found in payment module.,CRITICAL,In Progress,,,,QA,Maintenance,1727981760.0,2024-10-10 20:26:00,0,IE,Mac
JIRA-1861,Mobile app crashes on startup,Bug found in dashboard module.,Medium,Working,Authentication,jane.smith@company.com,jane.smith@company.com,DEV,Requirements,,Not Yet,0,Firefox,Windows 10
JIRA-2764,User permissions not applied correctly,Bug found in auth module.,Normal,,DB,,john.doe@company.com,DEV,Design,20-Jul-2024 04:45:00,Not Yet,0,IE,Win10
JIRA-2208,File upload fails for PDF files,Bug found in api module.,Trivial,InProgress,Dashboard,UNKNOWN,qa.team@company.com,,Testing,,2024-05-07 17:35:00,0,IE,Mac
JIRA-1887,Database timeout on user search,Bug found in db module.,High,OPEN,DB,dev.lead@company.com,john.doe@company.com,prod,Development,,N/A,85,FIREFOX,iOS
JIRA-2512,Search results return wrong data,Bug found in api module.,Trivial,Complete,,product@company.com,,dev,Dev,01-Mar-2024 20:27:00,,25.3,Chrome,Android
JIRA-2571,Database timeout on user search,Bug found in db module.,P0,CLOSED,database,qa.team@company.com,,,Development,14-Aug-2024 01:15:00,N/A,0,chrome,Windows 10
JIRA-2057,Form validation bypassed on submit,Bug found in dashboard module.,High,Done,Notifications,,john.doe@company.com,Testing,Deployment,2024-06-24 09:31:00,07/05/2024,1 day,IE,Win10
JIRA-1332,Email notifications not being sent,Bug found in payment module.,Blocker,Reopened,AUTH,,john.doe@company.com,dev,QA,15-Feb-2024 10:37:00,2024-02-29 09:37:00,1 day,Firefox,Android
JIRA-1918,Password reset link expired instantly,Bug found in auth module.,Low,New,api-gateway,dev.lead@company.com,john.doe@company.com,staging,Testing,,2024-09-28 12:04:00,,,
JIRA-2122,Login button not responding on mobile,Bug found in dashboard module.,Blocker,Complete,API,jane.smith@company.com,product@company.com,Production,requirements,2024-01-25 08:42:00,N/A,1 day,Firefox,ubuntu
JIRA-2697,Login button not responding on mobile,Bug found in db module.,Major,Done,AUTH,john.doe@company.com,dev.lead@company.com,dev,requirements,INVALID_DATE,,0,Firefox,Android
JIRA-1653,Slow query on reports page,Bug found in auth module.,Medium,Fixed,auth-service,UNKNOWN,jane.smith@company.com,dev,Testing,,N/A,N/A,IE,Android
JIRA-1581,User permissions not applied correctly,Bug found in db module.,CRITICAL,Open,API,john.doe@company.com,UNKNOWN,stg,Dev,INVALID_DATE,10/04/2024,0,FIREFOX,macOS
JIRA-2149,Form validation bypassed on submit,Bug found in dashboard module.,Critical,Resolved,Database,qa.team@company.com,dev.lead@company.com,production,Requirements,2024-03-01 14:04:00,Not Yet,177,Chrome,ubuntu
JIRA-1495,Password reset link expired instantly,Bug found in dashboard module.,P1,Re-opened,DB,qa.team@company.com,jane.smith@company.com,stg,Development,2024-08-24 04:33:00,2024-08-28 20:33:00,0,Safari,
JIRA-1597,Database timeout on user search,Bug found in auth module.,High,Working,Backend,UNKNOWN,john.doe@company.com,stg,Testing,2024-01-17 08:56:00,01/21/2024,,Chrome,Android
JIRA-1452,UI overlapping on dashboard widgets,Bug found in payment module.,P1,RESOLVED,Backend,john.doe@company.com,,PROD,requirements,01/06/2024 21:29,01/15/2024,1 day,Chrome,Linux
JIRA-2682,Null pointer exception in auth module,Bug found in db module.,Major,Reopened,Database,product@company.com,qa.team@company.com,QA,Dev,21-Jul-2024 01:39:00,Not Yet,7.6,Chrome,Win10
JIRA-2114,Search results return wrong data,Bug found in db module.,CRITICAL,InProgress,payment-gateway,qa.team@company.com,qa.team@company.com,stg,QA,07/15/2024 20:33,,,FIREFOX,iOS
JIRA-2371,Null pointer exception in auth module,Bug found in api module.,P1,Done,notification-service,john.doe@company.com,UNKNOWN,PROD,QA,,Not Yet,2 hours,,iOS
JIRA-2385,Slow query on reports page,Bug found in api module.,Medium,Done,EMAIL,product@company.com,,Staging,Design,10/31/2024 21:57,Not Yet,N/A,Chrome,Windows 10
JIRA-1341,File upload fails for PDF files,Bug found in payment module.,HIGH,Reopened,AUTH,UNKNOWN,qa.team@company.com,Testing,requirements,06/12/2024 17:15,N/A,,chrome,Windows 10
JIRA-2043,API rate limiter not working,Bug found in db module.,P3,Open,API,dev.lead@company.com,product@company.com,staging,Deployment,16-Mar-2024 13:00:00,2024-03-26 13:00:00,0,Chrome,Mac
JIRA-1813,Database timeout on user search,Bug found in auth module.,LOW,In Progress,Dashboard,john.doe@company.com,qa.team@company.com,staging,Design,26-Aug-2024 10:26:00,09/25/2024,,,Android
JIRA-2095,Export to CSV produces empty file,Bug found in dashboard module.,High,Reopened,EMAIL,john.doe@company.com,product@company.com,Staging,Development,1714784880.0,2024-06-01 21:38:00,2 hours,Chrome,
JIRA-1013,Login button not responding on mobile,Bug found in db module.,Critical,Closed,AUTH,jane.smith@company.com,product@company.com,Staging,Deployment,,N/A,18.5,FIREFOX,iOS
JIRA-1238,CSS broken on Safari browser,Bug found in db module.,Blocker,InProgress,payment-gateway,jane.smith@company.com,UNKNOWN,development,Deployment,06-Dec-2024 18:55:00,12/18/2024,188,Firefox,Mac
JIRA-1243,CSS broken on Safari browser,Bug found in auth module.,Trivial,Complete,Payment,qa.team@company.com,,development,Testing,2024-09-22 15:12:00,,,IE,Android
JIRA-2012,CSS broken on Safari browser,Bug found in dashboard module.,Medium,IN_PROGRESS,UI,,john.doe@company.com,prod,DESIGN,,N/A,,Firefox,iOS
JIRA-1716,Mobile app crashes on startup,Bug found in db module.,Normal,REOPENED,,jane.smith@company.com,qa.team@company.com,QA,requirements,03/14/2024 00:40,2024-03-28 18:40:00,20.9,chrome,macOS
JIRA-2384,Login button not responding on mobile,Bug found in api module.,Blocker,CLOSED,,UNKNOWN,jane.smith@company.com,Production,,INVALID_DATE,2024-10-08 01:58:00,37.7,chrome,Windows 10
JIRA-2202,Memory leak in background service,Bug found in api module.,P1,Closed,UI,jane.smith@company.com,john.doe@company.com,dev,Maintenance,02/10/2024 09:44,N/A,0,Firefox,Windows 10
JIRA-1418,Login button not responding on mobile,Bug found in dashboard module.,Medium,Complete,EMAIL,UNKNOWN,,Testing,QA,04-Nov-2024 15:33:00,11/19/2024,1 day,chrome,Android
JIRA-1993,Password reset link expired instantly,Bug found in dashboard module.,P0,OPEN,Backend,john.doe@company.com,UNKNOWN,production,DESIGN,1713859020.0,Not Yet,0,FIREFOX,iOS
JIRA-2661,Payment gateway returns 500 error,Bug found in payment module.,CRITICAL,New,database,UNKNOWN,,PROD,Dev,03/15/2024 22:39,N/A,0,IE,macOS
JIRA-2389,Search results return wrong data,Bug found in dashboard module.,MEDIUM,OPEN,database,dev.lead@company.com,,Testing,Design,01/15/2024 09:12,,,Safari,Linux
JIRA-2140,Form validation bypassed on submit,Bug found in db module.,P1,Reopened,api-gateway,john.doe@company.com,UNKNOWN,Production,requirements,,2024-03-04 11:01:00,19.1,FIREFOX,Windows 10
